INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (1, 37, '2023-01-13 12:56:02', '2023-10-19 05:43:31');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (111, 16, '2022-03-04 11:23:29', '2023-11-10 09:47:18');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (111, 42, '2023-12-18 01:39:00', '2023-12-20 16:34:42');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (111, 17, '2023-12-21 07:48:44', '2023-12-21 08:24:53');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (112, 24, '2022-03-14 20:11:42', '2022-06-10 01:20:17');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (113, 25, '2023-07-03 05:55:06', NULL);
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (115, 36, '2023-09-08 23:32:04', '2023-11-08 20:45:26');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (115, 42, '2023-11-17 07:50:45', NULL);
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (118, 33, '2021-08-30 10:50:33', '2023-08-04 11:40:40');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (118, 46, '2023-08-04 23:24:26', '2023-09-29 05:41:58');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (118, 1, '2023-11-18 01:33:01', NULL);
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (119, 33, '2021-08-29 13:09:12', '2023-11-22 17:04:01');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (119, 21, '2023-12-19 21:08:59', NULL);
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (121, 25, '2023-09-25 21:12:34', '2023-12-17 03:46:40');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (121, 24, '2023-12-20 14:01:32', '2023-12-22 10:17:52');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (121, 2, '2023-12-22 13:18:53', NULL);
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (122, 9, '2023-09-28 13:26:41', '2023-10-27 11:02:50');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (122, 30, '2023-11-04 15:13:41', '2023-12-12 13:21:55');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (124, 49, '2023-04-01 16:43:19', NULL);
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (126, 48, '2023-12-21 17:40:04', '2023-12-22 13:23:53');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (126, 8, '2023-12-22 15:26:17', '2023-12-22 15:46:46');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (127, 39, '2023-10-28 19:35:25', '2023-12-05 21:20:01');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (127, 15, '2023-12-15 14:38:56', '2023-12-17 07:20:00');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (128, 5, '2023-11-03 02:47:38', '2023-11-11 21:49:26');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (128, 39, '2023-12-04 06:15:05', '2023-12-05 23:27:39');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (128, 13, '2023-12-09 11:42:48', '2023-12-18 07:04:03');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (131, 12, '2020-12-21 12:14:58', '2021-11-05 19:52:28');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (131, 25, '2023-10-08 23:32:03', NULL);
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (133, 26, '2023-03-17 20:48:03', '2023-12-10 00:07:01');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (133, 18, '2023-12-16 04:37:18', '2023-12-19 23:27:30');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (133, 12, '2023-12-20 21:29:05', NULL);
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (135, 40, '2023-08-24 18:02:28', '2023-09-06 15:08:33');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (135, 5, '2023-11-10 16:35:22', '2023-11-11 03:30:25');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (135, 38, '2023-12-12 18:06:30', '2023-12-15 07:01:47');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (136, 48, '2023-11-08 08:07:10', '2023-11-13 10:45:27');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (136, 1, '2023-12-17 17:22:48', '2023-12-18 10:17:44');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (136, 33, '2023-12-22 07:43:40', NULL);
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (139, 41, '2023-11-07 06:02:25', '2023-11-10 12:54:25');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (139, 10, '2023-11-19 18:41:13', NULL);
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (140, 39, '2023-10-14 11:39:52', '2023-12-03 10:08:08');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (140, 45, '2023-12-11 12:59:15', NULL);
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (141, 34, '2023-04-29 07:20:58', '2023-08-12 08:07:20');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (141, 10, '2023-10-04 23:35:06', '2023-11-20 06:14:00');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (141, 13, '2023-12-19 23:14:59', NULL);
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (142, 29, '2023-11-05 11:32:44', '2023-11-20 11:26:04');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (142, 16, '2023-11-24 01:31:45', '2023-11-30 10:35:38');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (142, 44, '2023-12-07 20:51:07', NULL);
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (144, 36, '2020-08-13 03:47:59', '2020-09-27 06:32:45');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (146, 21, '2023-05-17 17:53:54', '2023-08-28 11:33:46');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (146, 42, '2023-10-02 18:33:50', NULL);
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (147, 1, '2023-11-09 20:24:12', '2023-11-30 01:37:19');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (147, 4, '2023-12-05 22:14:38', '2023-12-21 22:46:35');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (148, 44, '2022-07-25 09:58:47', '2023-10-20 00:32:03');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (148, 10, '2023-12-03 07:52:34', NULL);
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (150, 2, '2023-11-30 08:31:59', '2023-12-22 14:10:16');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (150, 47, '2023-12-22 15:42:18', '2023-12-22 15:54:27');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (152, 31, '2023-05-11 08:06:48', '2023-10-13 01:50:51');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (152, 35, '2023-12-13 16:35:35', '2023-12-21 23:52:25');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (154, 4, '2023-12-11 19:29:06', '2023-12-14 03:48:53');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (155, 7, '2023-06-05 16:26:24', '2023-11-17 05:07:50');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (155, 22, '2023-12-11 17:42:23', '2023-12-13 16:11:22');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (155, 27, '2023-12-15 13:52:15', NULL);
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (157, 42, '2020-08-27 01:51:06', '2022-05-16 15:08:54');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (160, 49, '2022-11-21 01:51:09', '2023-02-11 02:15:40');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (160, 1, '2023-11-19 10:46:23', NULL);
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (161, 42, '2022-06-27 18:45:03', '2023-10-24 11:29:38');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (161, 4, '2023-12-13 02:32:50', '2023-12-17 15:36:55');
INSERT INTO wypozyczenie (egzemplarz_id, czytelnik_id, data_wypozyczenia, data_zwrotu) VALUES (165, 21, '2023-04-22 19:49:45', '2023-06-04 16:32:01');
